icao,iata,airport_name,country,latitude,longitude,runway,year,length_m,length_ft,measurement_type,current_length_m
CYXE,YXE,Saskatoon John G. Diefenbaker International Airport,CA,52.170723,-106.700793,15/33,2024,1795.3,5890.0,modeled,1889.8
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,15/33,1985,2792.0,9160.0,modeled,3490.0
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,15/33,1990,2916.3,9568.0,modeled,3490.0
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,15/33,1995,2993.9,9822.0,modeled,3490.0
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,15/33,2000,3060.2,10040.0,modeled,3490.0
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,15/33,2005,3120.0,10236.0,modeled,3490.0
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,15/33,2010,3175.4,10418.0,modeled,3490.0
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,15/33,2015,3227.6,10589.0,modeled,3490.0
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,15/33,2020,3277.3,10752.0,modeled,3490.0
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,15/33,2024,3315.5,10878.0,modeled,3490.0
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,06/24,1985,1371.4,4499.0,modeled,1714.2
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,06/24,1990,1432.4,4699.0,modeled,1714.2
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,06/24,1995,1470.5,4825.0,modeled,1714.2
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,06/24,2000,1503.1,4931.0,modeled,1714.2
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,06/24,2005,1532.5,5028.0,modeled,1714.2
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,06/24,2010,1559.7,5117.0,modeled,1714.2
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,06/24,2015,1585.3,5201.0,modeled,1714.2
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,06/24,2020,1609.7,5281.0,modeled,1714.2
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,06/24,2024,1628.5,5343.0,modeled,1714.2
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,01/19,1985,919.0,3015.0,modeled,1148.8
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,01/19,1990,959.9,3149.0,modeled,1148.8
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,01/19,1995,985.5,3233.0,modeled,1148.8
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,01/19,2000,1007.3,3305.0,modeled,1148.8
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,01/19,2005,1027.0,3369.0,modeled,1148.8
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,01/19,2010,1045.3,3429.0,modeled,1148.8
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,01/19,2015,1062.4,3486.0,modeled,1148.8
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,01/19,2020,1078.8,3539.0,modeled,1148.8
CYXS,YXS,Prince George (Intl) Airport,CA,53.884311,-122.666554,01/19,2024,1091.4,3581.0,modeled,1148.8
CYXU,YXU,London International Airport,CA,43.032845,-81.149003,15/33,1985,2145.8,7040.0,modeled,2682.2
CYXU,YXU,London International Airport,CA,43.032845,-81.149003,15/33,1990,2241.3,7353.0,modeled,2682.2
CYXU,YXU,London International Airport,CA,43.032845,-81.149003,15/33,1995,2301.0,7549.0,modeled,2682.2
CYXU,YXU,London International Airport,CA,43.032845,-81.149003,15/33,2000,2351.9,7716.0,modeled,2682.2
CYXU,YXU,London International Airport,CA,43.032845,-81.149003,15/33,2005,2397.9,7867.0,modeled,2682.2
CYXU,YXU,London International Airport,CA,43.032845,-81.149003,15/33,2010,2440.5,8007.0,modeled,2682.2
CYXU,YXU,London International Airport,CA,43.032845,-81.149003,15/33,2015,2480.6,8139.0,modeled,2682.2
CYXU,YXU,London International Airport,CA,43.032845,-81.149003,15/33,2020,2518.8,8264.0,modeled,2682.2
CYXU,YXU,London International Airport,CA,43.032845,-81.149003,15/33,2024,2548.1,8360.0,modeled,2682.2
CYXU,YXU,London International Airport,CA,43.032845,-81.149003,09/27,1985,1536.2,5040.0,modeled,1920.2
CYXU,YXU,London International Airport,CA,43.032845,-81.149003,09/27,1990,1604.6,5264.0,modeled,1920.2
CYXU,YXU,London International Airport,CA,43.032845,-81.149003,09/27,1995,1647.3,5404.0,modeled,1920.2
CYXU,YXU,London International Airport,CA,43.032845,-81.149003,09/27,2000,1683.8,5524.0,modeled,1920.2
CYXU,YXU,London International Airport,CA,43.032845,-81.149003,09/27,2005,1716.7,5632.0,modeled,1920.2
CYXU,YXU,London International Airport,CA,43.032845,-81.149003,09/27,2010,1747.2,5732.0,modeled,1920.2
CYXU,YXU,London International Airport,CA,43.032845,-81.149003,09/27,2015,1775.9,5826.0,modeled,1920.2
CYXU,YXU,London International Airport,CA,43.032845,-81.149003,09/27,2020,1803.2,5916.0,modeled,1920.2
CYXU,YXU,London International Airport,CA,43.032845,-81.149003,09/27,2024,1824.2,5985.0,modeled,1920.2
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,07/25,1985,2340.9,7680.0,modeled,2926.1
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,07/25,1990,2445.1,8022.0,modeled,2926.1
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,07/25,1995,2510.2,8235.0,modeled,2926.1
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,07/25,2000,2565.7,8418.0,modeled,2926.1
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,07/25,2005,2615.9,8582.0,modeled,2926.1
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,07/25,2010,2662.4,8735.0,modeled,2926.1
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,07/25,2015,2706.1,8878.0,modeled,2926.1
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,07/25,2020,2747.8,9015.0,modeled,2926.1
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,07/25,2024,2779.8,9120.0,modeled,2926.1
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,01/19,1985,1299.2,4262.0,modeled,1624.0
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,01/19,1990,1357.0,4452.0,modeled,1624.0
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,01/19,1995,1393.1,4571.0,modeled,1624.0
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,01/19,2000,1424.0,4672.0,modeled,1624.0
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,01/19,2005,1451.8,4763.0,modeled,1624.0
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,01/19,2010,1477.6,4848.0,modeled,1624.0
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,01/19,2015,1501.9,4928.0,modeled,1624.0
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,01/19,2020,1525.0,5003.0,modeled,1624.0
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,01/19,2024,1542.8,5062.0,modeled,1624.0
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,01L/19R,1985,388.6,1275.0,modeled,457.2
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,01L/19R,1990,404.9,1328.0,modeled,457.2
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,01L/19R,1995,415.1,1362.0,modeled,457.2
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,01L/19R,2000,423.8,1390.0,modeled,457.2
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,01L/19R,2005,431.6,1416.0,modeled,457.2
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,01L/19R,2010,438.9,1440.0,modeled,457.2
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,01L/19R,2015,445.7,1462.0,modeled,457.2
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,01L/19R,2020,452.2,1484.0,modeled,457.2
CYXX,YXX,Abbotsford International Airport,CA,49.025299,-122.361,01L/19R,2024,457.2,1500.0,modeled,457.2
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,14R/32L,1985,2315.7,7598.0,modeled,2894.7
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,14R/32L,1990,2418.8,7936.0,modeled,2894.7
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,14R/32L,1995,2483.2,8147.0,modeled,2894.7
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,14R/32L,2000,2538.2,8327.0,modeled,2894.7
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,14R/32L,2005,2587.8,8490.0,modeled,2894.7
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,14R/32L,2010,2633.8,8641.0,modeled,2894.7
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,14R/32L,2015,2677.1,8783.0,modeled,2894.7
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,14R/32L,2020,2718.3,8918.0,modeled,2894.7
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,14R/32L,2024,2750.0,9022.0,modeled,2894.7
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,14L/32R,1985,1608.6,5278.0,modeled,2010.8
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,14L/32R,1990,1680.2,5513.0,modeled,2010.8
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,14L/32R,1995,1724.9,5659.0,modeled,2010.8
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,14L/32R,2000,1763.1,5785.0,modeled,2010.8
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,14L/32R,2005,1797.6,5898.0,modeled,2010.8
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,14L/32R,2010,1829.5,6002.0,modeled,2010.8
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,14L/32R,2015,1859.6,6101.0,modeled,2010.8
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,14L/32R,2020,1888.2,6195.0,modeled,2010.8
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,14L/32R,2024,1910.2,6267.0,modeled,2010.8
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,02/20,1985,438.4,1438.0,modeled,548.0
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,02/20,1990,457.9,1502.0,modeled,548.0
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,02/20,1995,470.1,1542.0,modeled,548.0
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,02/20,2000,480.5,1577.0,modeled,548.0
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,02/20,2005,489.9,1607.0,modeled,548.0
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,02/20,2010,498.6,1636.0,modeled,548.0
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,02/20,2015,506.8,1663.0,modeled,548.0
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,02/20,2020,514.6,1688.0,modeled,548.0
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,CA,60.708533,-135.065705,02/20,2024,520.6,1708.0,modeled,548.0
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,17L/35R,1985,3413.8,11200.0,modeled,4267.2
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,17L/35R,1990,3565.7,11699.0,modeled,4267.2
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,17L/35R,1995,3660.6,12010.0,modeled,4267.2
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,17L/35R,2000,3741.7,12276.0,modeled,4267.2
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,17L/35R,2005,3814.8,12516.0,modeled,4267.2
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,17L/35R,2010,3882.6,12738.0,modeled,4267.2
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,17L/35R,2015,3946.4,12948.0,modeled,4267.2
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,17L/35R,2020,4007.1,13147.0,modeled,4267.2
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,17L/35R,2024,4053.8,13300.0,modeled,4267.2
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,17R/35L,1985,3090.7,10140.0,modeled,3863.3
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,17R/35L,1990,3228.3,10591.0,modeled,3863.3
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,17R/35L,1995,3314.2,10873.0,modeled,3863.3
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,17R/35L,2000,3387.5,11114.0,modeled,3863.3
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,17R/35L,2005,3453.8,11331.0,modeled,3863.3
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,17R/35L,2010,3515.2,11533.0,modeled,3863.3
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,17R/35L,2015,3572.9,11722.0,modeled,3863.3
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,17R/35L,2020,3627.9,11903.0,modeled,3863.3
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,17R/35L,2024,3670.2,12041.0,modeled,3863.3
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,11/29,1985,1950.7,6400.0,modeled,2438.4
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,11/29,1990,2037.6,6685.0,modeled,2438.4
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,11/29,1995,2091.8,6863.0,modeled,2438.4
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,11/29,2000,2138.1,7015.0,modeled,2438.4
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,11/29,2005,2179.9,7152.0,modeled,2438.4
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,11/29,2010,2218.6,7279.0,modeled,2438.4
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,11/29,2015,2255.1,7399.0,modeled,2438.4
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,11/29,2020,2289.8,7512.0,modeled,2438.4
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,11/29,2024,2316.5,7600.0,modeled,2438.4
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,08/26,1985,1511.8,4960.0,modeled,1889.8
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,08/26,1990,1579.1,5181.0,modeled,1889.8
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,08/26,1995,1621.1,5319.0,modeled,1889.8
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,08/26,2000,1657.0,5436.0,modeled,1889.8
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,08/26,2005,1689.4,5543.0,modeled,1889.8
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,08/26,2010,1719.4,5641.0,modeled,1889.8
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,08/26,2015,1747.7,5734.0,modeled,1889.8
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,08/26,2020,1774.6,5822.0,modeled,1889.8
CYYC,YYC,Calgary International Airport,CA,51.118822,-114.009933,08/26,2024,1795.3,5890.0,modeled,1889.8
CYYG,YYG,Charlottetown Airport,CA,46.288911,-63.125174,03/21,1985,1707.4,5602.0,modeled,2134.2
CYYG,YYG,Charlottetown Airport,CA,46.288911,-63.125174,03/21,1990,1783.4,5851.0,modeled,2134.2
CYYG,YYG,Charlottetown Airport,CA,46.288911,-63.125174,03/21,1995,1830.8,6007.0,modeled,2134.2
CYYG,YYG,Charlottetown Airport,CA,46.288911,-63.125174,03/21,2000,1871.4,6140.0,modeled,2134.2
CYYG,YYG,Charlottetown Airport,CA,46.288911,-63.125174,03/21,2005,1908.0,6260.0,modeled,2134.2
CYYG,YYG,Charlottetown Airport,CA,46.288911,-63.125174,03/21,2010,1941.9,6371.0,modeled,2134.2
CYYG,YYG,Charlottetown Airport,CA,46.288911,-63.125174,03/21,2015,1973.8,6476.0,modeled,2134.2
CYYG,YYG,Charlottetown Airport,CA,46.288911,-63.125174,03/21,2020,2004.1,6575.0,modeled,2134.2
CYYG,YYG,Charlottetown Airport,CA,46.288911,-63.125174,03/21,2024,2027.5,6652.0,modeled,2134.2
CYYG,YYG,Charlottetown Airport,CA,46.288911,-63.125174,10/28,1985,1706.9,5600.0,modeled,2133.6
CYYG,YYG,Charlottetown Airport,CA,46.288911,-63.125174,10/28,1990,1782.9,5849.0,modeled,2133.6
CYYG,YYG,Charlottetown Airport,CA,46.288911,-63.125174,10/28,1995,1830.3,6005.0,modeled,2133.6
CYYG,YYG,Charlottetown Airport,CA,46.288911,-63.125174,10/28,2000,1870.8,6138.0,modeled,2133.6
CYYG,YYG,Charlottetown Airport,CA,46.288911,-63.125174,10/28,2005,1907.4,6258.0,modeled,2133.6
CYYG,YYG,Charlottetown Airport,CA,46.288911,-63.125174,10/28,2010,1941.3,6369.0,modeled,2133.6
CYYG,YYG,Charlottetown Airport,CA,46.288911,-63.125174,10/28,2015,1973.2,6474.0,modeled,2133.6
CYYG,YYG,Charlottetown Airport,CA,46.288911,-63.125174,10/28,2020,2003.6,6573.0,modeled,2133.6
CYYG,YYG,Charlottetown Airport,CA,46.288911,-63.125174,10/28,2024,2026.9,6650.0,modeled,2133.6
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,09/27,1985,1706.9,5600.0,modeled,2133.6
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,09/27,1990,1782.9,5849.0,modeled,2133.6
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,09/27,1995,1830.3,6005.0,modeled,2133.6
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,09/27,2000,1870.8,6138.0,modeled,2133.6
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,09/27,2005,1907.4,6258.0,modeled,2133.6
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,09/27,2010,1941.3,6369.0,modeled,2133.6
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,09/27,2015,1973.2,6474.0,modeled,2133.6
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,09/27,2020,2003.6,6573.0,modeled,2133.6
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,09/27,2024,2026.9,6650.0,modeled,2133.6
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,03/21,1985,1225.8,4022.0,modeled,1532.2
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,03/21,1990,1280.4,4201.0,modeled,1532.2
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,03/21,1995,1314.4,4312.0,modeled,1532.2
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,03/21,2000,1343.5,4408.0,modeled,1532.2
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,03/21,2005,1369.8,4494.0,modeled,1532.2
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,03/21,2010,1394.1,4574.0,modeled,1532.2
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,03/21,2015,1417.1,4649.0,modeled,1532.2
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,03/21,2020,1438.9,4721.0,modeled,1532.2
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,03/21,2024,1455.6,4776.0,modeled,1532.2
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,14/32,1985,1219.4,4001.0,modeled,1524.3
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,14/32,1990,1273.7,4179.0,modeled,1524.3
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,14/32,1995,1307.6,4290.0,modeled,1524.3
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,14/32,2000,1336.6,4385.0,modeled,1524.3
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,14/32,2005,1362.7,4471.0,modeled,1524.3
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,14/32,2010,1386.9,4550.0,modeled,1524.3
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,14/32,2015,1409.7,4625.0,modeled,1524.3
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,14/32,2020,1431.4,4696.0,modeled,1524.3
CYYJ,YYJ,Victoria International Airport,CA,48.647201,-123.427792,14/32,2024,1448.1,4751.0,modeled,1524.3
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,10/28,1985,2073.1,6802.0,modeled,2591.4
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,10/28,1990,2165.4,7104.0,modeled,2591.4
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,10/28,1995,2223.1,7293.0,modeled,2591.4
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,10/28,2000,2272.3,7455.0,modeled,2591.4
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,10/28,2005,2316.7,7601.0,modeled,2591.4
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,10/28,2010,2357.9,7736.0,modeled,2591.4
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,10/28,2015,2396.6,7863.0,modeled,2591.4
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,10/28,2020,2433.5,7984.0,modeled,2591.4
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,10/28,2024,2461.8,8077.0,modeled,2591.4
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,16/34,1985,1708.1,5604.0,modeled,2135.1
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,16/34,1990,1784.1,5853.0,modeled,2135.1
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,16/34,1995,1831.6,6009.0,modeled,2135.1
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,16/34,2000,1872.2,6142.0,modeled,2135.1
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,16/34,2005,1908.8,6262.0,modeled,2135.1
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,16/34,2010,1942.7,6374.0,modeled,2135.1
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,16/34,2015,1974.6,6478.0,modeled,2135.1
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,16/34,2020,2005.0,6578.0,modeled,2135.1
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,16/34,2024,2028.4,6655.0,modeled,2135.1
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,02/20,1985,1226.0,4022.0,modeled,1532.5
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,02/20,1990,1280.6,4201.0,modeled,1532.5
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,02/20,1995,1314.7,4313.0,modeled,1532.5
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,02/20,2000,1343.8,4409.0,modeled,1532.5
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,02/20,2005,1370.1,4495.0,modeled,1532.5
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,02/20,2010,1394.4,4575.0,modeled,1532.5
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,02/20,2015,1417.3,4650.0,modeled,1532.5
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,02/20,2020,1439.1,4722.0,modeled,1532.5
CYYT,YYT,St. John's International Airport,CA,47.618599,-52.7519,02/20,2024,1455.9,4777.0,modeled,1532.5
CYYZ,YYZ,Toronto Pearson International Airport,CA,43.675935,-79.629421,05/23,1985,2881.0,9452.0,modeled,3389.4
CYYZ,YYZ,Toronto Pearson International Airport,CA,43.675935,-79.629421,05/23,1990,3001.7,9848.0,modeled,3389.4
CYYZ,YYZ,Toronto Pearson International Airport,CA,43.675935,-79.629421,05/23,1995,3077.1,10095.0,modeled,3389.4
CYYZ,YYZ,Toronto Pearson International Airport,CA,43.675935,-79.629421,05/23,2000,3141.4,10307.0,modeled,3389.4
CYYZ,YYZ,Toronto Pearson International Airport,CA,43.675935,-79.629421,05/23,2005,3199.5,10497.0,modeled,3389.4
CYYZ,YYZ,Toronto Pearson International Airport,CA,43.675935,-79.629421,05/23,2010,3253.4,10674.0,modeled,3389.4
CYYZ,YYZ,Toronto Pearson International Airport,CA,43.675935,-79.629421,05/23,2015,3304.1,10840.0,modeled,3389.4
CYYZ,YYZ,Toronto Pearson International Airport,CA,43.675935,-79.629421,05/23,2020,3352.3,10998.0,modeled,3389.4
CYYZ,YYZ,Toronto Pearson International Airport,CA,43.675935,-79.629421,05/23,2024,3389.4,11120.0,modeled,3389.4
CYYZ,YYZ,Toronto Pearson International Airport,CA,43.675935,-79.629421,15L/33R,1985,2694.4,8840.0,modeled,3368.0
CYYZ,YYZ,Toronto Pearson International Airport,CA,43.675935,-79.629421,15L/33R,1990,2814.4,9234.0,modeled,3368.0
CYYZ,YYZ,Toronto Pearson International Airport,CA,43.675935,-79.629421,15L/33R,1995,2889.3,9479.0,modeled,3368.0
CYYZ,YYZ,Toronto Pearson International Airport,CA,43.675935,-79.629421,15L/33R,2000,2953.2,9689.0,modeled,3368.0
CYYZ,YYZ,Toronto Pearson International Airport,CA,43.675935,-79.629421,15L/33R,2005,3011.0,9879.0,modeled,3368.0
CYYZ,YYZ,Toronto Pearson International Airport,CA,43.675935,-79.629421,15L/33R,2010,3064.5,10054.0,modeled,3368.0
CYYZ,YYZ,Toronto Pearson International Airport,CA,43.675935,-79.629421,15L/33R,2015,3114.9,10219.0,modeled,3368.0
CYYZ,YYZ,Toronto Pearson International Airport,CA,43.675935,-79.629421,15L/33R,2020,3162.8,10377.0,modeled,3368.0
CYYZ,YYZ,Toronto Pearson International Airport,CA,43.675935,-79.629421,15L/33R,2024,3199.6,10498.0,modeled,3368.0
CYYZ,YYZ,Toronto Pearson International Airport,CA,43.675935,-79.629421,06L/24R,1985,2364.5,7758.0,modeled,2955.6
CYYZ,YYZ,Toronto Pearson International Airport,CA,43.675935,-79.629421,06L/24R,1990,2469.8,8103.0,modeled,2955.6
CYYZ,YYZ,Toronto Pearson International Airport,CA,43.675935,-79.629421,06L/24R,1995,2535.5,8319.0,modeled,2955.6
